,Unnamed: 0,carat,cut,color,clarity,depth,table,cost,x,y,z,Zeroes,ones
12243,12244,0,Very Good,D,VS1,60.6,61.0,5202,6.21,6.29,3.79,12243,149891049
12244,12245,1,Premium,F,SI1,62.6,58.0,5202,6.37,6.32,3.97,12244,149915536
12245,12246,1,Premium,F,SI1,61.7,58.0,5202,6.44,6.39,3.96,12245,149940025
12246,12247,2,Premium,J,I1,61.2,58.0,5203,8.1,8.07,4.95,12246,149964516
12247,12248,1,Premium,H,SI1,61.8,59.0,5204,6.38,6.33,3.93,12247,149989009
12248,12249,1,Very Good,H,VS2,61.6,60.0,5204,6.46,6.39,3.96,12248,150013504
12249,12250,1,Ideal,G,SI1,59.7,56.0,5204,6.67,6.64,3.97,12249,150038001
12250,12251,1,Ideal,G,SI1,60.8,56.0,5204,6.53,6.49,3.96,12250,150062500
12251,12252,1,Premium,G,SI1,60.0,58.0,5204,6.54,6.5,3.91,12251,150087001
12252,12253,1,Ideal,D,SI2,61.9,56.0,5204,6.53,6.5,4.03,12252,150111504
12253,12254,1,Premium,H,VS2,60.8,59.0,5205,6.55,6.58,3.99,12253,150136009
12254,12255,1,Premium,D,SI2,59.3,59.0,5206,6.57,6.54,3.89,12254,150160516
12255,12256,1,Ideal,G,SI2,61.5,54.0,5206,6.75,6.78,4.16,12255,150185025
12256,12257,1,Ideal,E,SI1,61.6,57.0,5206,6.44,6.49,3.98,12256,150209536
12257,12258,1,Ideal,I,VS1,60.9,56.0,5206,6.52,6.59,3.99,12257,150234049
12258,12259,1,Ideal,D,SI2,62.5,57.0,5206,6.39,6.35,3.98,12258,150258564
12259,12260,1,Premium,I,SI2,60.1,59.0,5207,7.03,6.99,4.21,12259,150283081
12260,12261,1,Ideal,I,VS1,62.0,57.0,5207,6.5,6.56,4.05,12260,150307600
12261,12262,1,Ideal,I,VS2,61.5,57.0,5207,6.75,6.78,4.16,12261,150332121
12262,12263,0,Ideal,D,VVS2,62.3,57.0,5207,5.83,5.85,3.64,12262,150356644
12263,12264,1,Premium,J,SI1,61.7,58.0,5207,6.99,6.91,4.29,12263,150381169
12264,12265,1,Premium,H,VS2,59.3,61.0,5208,6.47,6.45,3.83,12264,150405696
12265,12266,1,Good,H,SI2,64.0,61.0,5208,7.18,7.14,4.58,12265,150430225
12266,12267,1,Good,H,SI2,64.0,61.0,5208,7.18,7.14,4.58,12266,150454756
12267,12268,1,Fair,H,SI2,65.0,54.0,5208,6.76,6.73,4.38,12267,150479289
12268,12269,1,Premium,I,SI1,62.9,60.0,5208,6.8,6.74,4.26,12268,150503824
12269,12270,1,Good,H,VS2,56.9,63.0,5208,6.6,6.57,3.75,12269,150528361
12270,12271,1,Premium,J,VS1,60.1,60.0,5209,6.9,6.95,4.16,12270,150552900
12271,12272,1,Very Good,J,SI1,61.2,58.0,5209,6.97,7.02,4.28,12271,150577441
12272,12273,1,Premium,D,SI1,61.7,59.0,5210,6.4,6.43,3.96,12272,150601984
12273,12274,0,Very Good,E,VS1,61.3,57.0,5210,6.22,6.27,3.83,12273,150626529
12274,12275,1,Very Good,J,VS2,61.5,58.0,5211,6.85,6.9,4.23,12274,150651076
12275,12276,1,Good,J,VS2,63.2,57.3,5211,6.81,6.86,4.32,12275,150675625
12276,12277,1,Very Good,H,SI2,58.8,61.0,5211,6.94,6.98,4.09,12276,150700176
12277,12278,1,Very Good,I,SI1,62.9,57.0,5211,6.73,6.78,4.25,12277,150724729
12278,12279,1,Good,I,SI1,62.3,58.0,5211,6.66,6.72,4.17,12278,150749284
12279,12280,1,Good,I,SI1,63.9,56.0,5211,6.62,6.69,4.25,12279,150773841
12280,12281,1,Fair,E,SI1,57.4,62.0,5212,6.54,6.59,3.77,12280,150798400
12281,12282,0,Ideal,F,VS2,62.8,57.0,5214,6.18,6.2,3.89,12281,150822961
12282,12283,1,Premium,H,SI2,61.9,58.0,5214,7.07,7.01,4.36,12282,150847524
12283,12284,1,Very Good,J,SI2,62.6,58.0,5215,7.0,7.12,4.42,12283,150872089
12284,12285,1,Ideal,F,SI1,59.9,60.0,5215,6.59,6.53,3.93,12284,150896656
12285,12286,1,Very Good,E,SI1,62.0,61.0,5216,6.38,6.42,3.97,12285,150921225
12286,12287,1,Ideal,I,SI2,61.3,57.0,5216,6.78,6.71,4.13,12286,150945796
12287,12288,1,Very Good,J,VS2,62.9,58.0,5217,6.75,6.83,4.27,12287,150970369
12288,12289,1,Very Good,H,VS2,62.5,56.0,5217,6.42,6.45,4.02,12288,150994944
12289,12290,1,Premium,H,VS2,62.5,60.0,5217,6.38,6.43,4.0,12289,151019521
12290,12291,1,Premium,H,VS2,61.2,58.0,5217,6.47,6.5,3.97,12290,151044100
12291,12292,1,Ideal,J,VS2,61.5,57.0,5217,6.9,6.95,4.26,12291,151068681
12292,12293,1,Premium,H,SI2,61.9,55.0,5218,6.84,6.79,4.22,12292,151093264
12293,12294,1,Premium,H,SI2,61.9,55.0,5218,6.84,6.79,4.22,12293,151117849
12294,12295,0,Very Good,F,VS2,61.8,57.0,5218,6.16,6.23,3.83,12294,151142436
12295,12296,1,Very Good,F,VS2,63.5,55.0,5218,6.58,6.52,4.16,12295,151167025
12296,12297,1,Premium,H,SI2,60.9,61.0,5218,6.88,6.82,4.17,12296,151191616
12297,12298,1,Ideal,I,SI1,62.4,55.0,5218,6.81,6.78,4.24,12297,151216209
12298,12299,1,Premium,I,SI1,62.8,57.0,5218,6.74,6.67,4.21,12298,151240804
12299,12300,1,Premium,H,SI1,61.6,57.0,5219,6.63,6.59,4.07,12299,151265401
12300,12301,1,Premium,H,SI1,62.4,59.0,5219,6.53,6.48,4.06,12300,151290000
12301,12302,1,Good,H,VS1,61.8,61.0,5219,6.4,6.31,3.93,12301,151314601
12302,12303,1,Good,D,SI1,61.0,63.0,5219,6.48,6.54,3.97,12302,151339204
12303,12304,1,Ideal,H,SI1,62.3,55.0,5219,6.61,6.58,4.11,12303,151363809
12304,12305,1,Ideal,H,SI1,61.1,57.0,5219,6.71,6.62,4.07,12304,151388416
12305,12306,1,Ideal,H,SI1,61.1,57.0,5219,6.69,6.6,4.1,12305,151413025
12306,12307,1,Ideal,H,SI1,62.5,56.0,5219,6.58,6.53,4.1,12306,151437636
12307,12308,1,Premium,E,SI2,60.4,59.0,5220,6.7,6.75,4.06,12307,151462249
12308,12309,1,Very Good,I,VS1,61.7,54.0,5220,6.71,6.74,4.15,12308,151486864
12309,12310,1,Ideal,H,SI1,62.1,57.0,5220,6.5,6.55,4.05,12309,151511481
12310,12311,1,Ideal,F,SI1,61.4,59.0,5220,6.46,6.5,3.98,12310,151536100
12311,12312,1,Very Good,H,SI2,63.5,57.0,5221,6.67,6.71,4.25,12311,151560721
12312,12313,1,Ideal,I,SI2,61.9,57.0,5221,6.87,6.92,4.27,12312,151585344
12313,12314,1,Premium,F,SI1,62.3,59.0,5221,6.44,6.36,3.99,12313,151609969
12314,12315,1,Ideal,F,SI1,62.7,57.0,5221,6.44,6.38,4.02,12314,151634596
12315,12316,1,Good,I,VVS2,60.1,64.0,5221,6.73,6.62,4.02,12315,151659225
12316,12317,1,Very Good,F,SI1,62.2,56.0,5222,6.39,6.43,3.99,12316,151683856
12317,12318,0,Ideal,H,VS1,62.2,56.0,5222,6.16,6.18,3.84,12317,151708489
12318,12319,1,Very Good,F,SI2,62.5,55.0,5223,6.91,7.0,4.35,12318,151733124
12319,12320,1,Ideal,E,SI2,62.2,55.0,5223,6.51,6.54,4.06,12319,151757761
12320,12321,1,Premium,G,SI1,62.7,59.0,5223,6.47,6.41,4.04,12320,151782400
12321,12322,1,Ideal,G,SI1,61.7,56.0,5224,6.72,6.76,4.16,12321,151807041
12322,12323,1,Very Good,E,SI1,59.5,60.0,5224,6.49,6.55,3.88,12322,151831684
12323,12324,1,Very Good,E,SI1,62.3,60.0,5224,6.36,6.39,3.97,12323,151856329
12324,12325,1,Very Good,E,SI1,59.9,59.0,5224,6.46,6.49,3.88,12324,151880976
12325,12326,1,Very Good,J,SI1,60.9,59.0,5224,6.96,7.04,4.26,12325,151905625
12326,12327,0,Good,F,VVS2,62.6,61.0,5225,6.12,6.19,3.85,12326,151930276
12327,12328,1,Very Good,J,VS1,62.9,60.0,5226,6.64,6.69,4.19,12327,151954929
12328,12329,1,Ideal,G,SI2,62.1,57.0,5226,6.8,6.85,4.24,12328,151979584
12329,12330,1,Very Good,D,SI2,61.6,57.0,5226,6.61,6.67,4.09,12329,152004241
12330,12331,1,Very Good,I,SI1,61.2,62.0,5226,6.75,6.84,4.16,12330,152028900
12331,12332,1,Good,E,SI1,63.6,60.0,5226,6.38,6.32,4.04,12331,152053561
12332,12333,1,Very Good,E,SI1,63.4,60.0,5226,6.34,6.3,4.01,12332,152078224
12333,12334,1,Good,E,SI1,63.7,58.0,5226,6.36,6.32,4.04,12333,152102889
12334,12335,1,Premium,E,SI1,59.0,59.0,5226,6.6,6.56,3.88,12334,152127556
12335,12336,1,Premium,I,SI2,62.5,58.0,5226,6.8,6.76,4.24,12335,152152225
12336,12337,1,Ideal,G,SI1,62.3,56.0,5226,6.64,6.58,4.12,12336,152176896
12337,12338,1,Premium,G,SI2,61.6,62.0,5226,6.79,6.75,4.17,12337,152201569
12338,12339,1,Ideal,I,SI2,61.3,57.0,5226,6.91,6.85,4.22,12338,152226244
12339,12340,1,Premium,G,SI1,58.9,59.0,5226,6.59,6.55,3.87,12339,152250921
12340,12341,1,Premium,E,SI1,60.5,62.0,5226,6.5,6.46,3.92,12340,152275600
12341,12342,0,Ideal,D,SI1,61.2,55.0,5226,6.25,6.21,3.81,12341,152300281
12342,12343,1,Premium,E,SI1,62.8,60.0,5226,6.39,6.38,4.01,12342,152324964
12343,12344,1,Very Good,F,VS2,63.1,57.0,5226,6.39,6.29,4.0,12343,152349649
12344,12345,1,Fair,F,VS2,64.5,58.0,5226,6.28,6.18,4.02,12344,152374336
12345,12346,1,Very Good,E,SI1,63.1,58.0,5226,6.4,6.31,4.01,12345,152399025
12346,12347,1,Very Good,G,VS2,62.8,57.0,5227,6.33,6.37,3.99,12346,152423716
12347,12348,1,Very Good,D,SI2,60.5,60.0,5227,6.41,6.44,3.89,12347,152448409
12348,12349,1,Premium,H,SI1,61.3,58.0,5228,6.52,6.47,3.98,12348,152473104
12349,12350,1,Premium,F,SI1,62.5,59.0,5228,6.67,6.65,4.16,12349,152497801
12350,12351,0,Premium,E,VS1,62.9,56.0,5228,6.21,6.13,3.88,12350,152522500
12351,12352,1,Very Good,E,SI1,62.4,58.0,5229,6.36,6.4,3.99,12351,152547201
12352,12353,1,Ideal,I,VS1,61.8,56.0,5229,6.49,6.51,4.02,12352,152571904
12353,12354,1,Good,H,VS2,60.8,61.0,5229,6.43,6.5,3.93,12353,152596609
12354,12355,1,Very Good,H,SI2,61.0,59.0,5231,6.93,7.0,4.25,12354,152621316
12355,12356,1,Very Good,E,SI1,60.8,60.0,5231,6.49,6.56,3.97,12355,152646025
12356,12357,1,Very Good,G,SI1,62.7,58.0,5231,6.35,6.4,4.0,12356,152670736
12357,12358,1,Very Good,J,SI1,60.0,59.0,5231,6.99,7.04,4.21,12357,152695449
12358,12359,1,Ideal,I,VS1,60.3,57.0,5231,6.51,6.53,3.93,12358,152720164
12359,12360,1,Ideal,G,SI2,60.7,59.0,5231,6.72,6.76,4.09,12359,152744881
12360,12361,0,Very Good,E,VVS2,63.0,58.0,597,4.0,4.03,2.53,12360,152769600
12361,12362,0,Very Good,E,VVS2,61.5,58.0,597,4.08,4.12,2.52,12361,152794321
12362,12363,0,Very Good,E,VVS2,62.6,58.0,597,4.07,4.11,2.56,12362,152819044
12363,12364,0,Very Good,D,VVS2,59.1,59.0,597,4.21,4.28,2.51,12363,152843769
12364,12365,0,Very Good,D,VVS2,60.4,59.0,597,4.15,4.19,2.52,12364,152868496
12365,12366,0,Very Good,F,VVS1,58.7,58.0,597,4.24,4.25,2.49,12365,152893225
12366,12367,0,Very Good,F,VVS1,62.0,59.0,597,4.08,4.15,2.55,12366,152917956
12367,12368,0,Very Good,E,VVS1,61.4,58.0,597,4.12,4.15,2.54,12367,152942689
12368,12369,0,Very Good,E,VVS1,59.9,58.0,597,4.17,4.18,2.5,12368,152967424
12369,12370,0,Ideal,E,VVS2,61.6,57.0,597,4.13,4.18,2.56,12369,152992161
12370,12371,0,Ideal,E,VVS2,60.7,56.0,597,4.13,4.17,2.52,12370,153016900
12371,12372,0,Ideal,F,SI2,62.5,53.0,597,4.71,4.76,2.96,12371,153041641
12372,12373,0,Ideal,F,SI2,62.0,57.0,597,4.7,4.72,2.92,12372,153066384
12373,12374,0,Ideal,F,SI2,62.8,55.0,597,4.7,4.73,2.96,12373,153091129
12374,12375,0,Ideal,F,SI2,62.1,53.0,597,4.76,4.78,2.96,12374,153115876
12375,12376,0,Ideal,E,SI1,60.9,57.0,597,4.58,4.62,2.8,12375,153140625
12376,12377,0,Good,E,VVS1,59.4,61.0,597,4.13,4.15,2.46,12376,153165376
12377,12378,0,Good,E,IF,59.6,61.0,597,4.13,4.16,2.47,12377,153190129
12378,12379,0,Ideal,J,SI1,61.6,56.0,597,4.61,4.58,2.83,12378,153214884
12379,12380,0,Very Good,G,SI2,63.2,57.0,597,4.65,4.57,2.92,12379,153239641
12380,12381,0,Very Good,G,VVS2,60.4,59.0,598,4.33,4.35,2.62,12380,153264400
12381,12382,0,Ideal,I,VVS2,62.0,54.0,598,4.54,4.56,2.82,12381,153289161
12382,12383,0,Ideal,I,VVS2,61.5,55.0,598,4.56,4.58,2.81,12382,153313924
12383,12384,0,Ideal,I,VVS2,61.5,55.0,598,4.53,4.57,2.8,12383,153338689
12384,12385,0,Ideal,J,VS2,62.3,55.0,598,4.72,4.75,2.95,12384,153363456
12385,12386,0,Ideal,G,VS2,61.3,57.0,598,4.45,4.49,2.74,12385,153388225
12386,12387,0,Ideal,E,VS2,61.5,56.0,598,4.22,4.24,2.6,12386,153412996
12387,12388,0,Ideal,H,VS1,61.9,55.0,598,4.46,4.49,2.77,12387,153437769
12388,12389,0,Ideal,F,VS1,60.2,56.0,598,4.3,4.31,2.59,12388,153462544
12389,12390,0,Ideal,F,VS1,62.0,57.0,598,4.19,4.23,2.61,12389,153487321
12390,12391,1,Very Good,E,SI1,58.9,58.0,5232,6.51,6.54,3.84,12390,153512100
12391,12392,1,Premium,G,SI1,60.2,59.0,5232,6.54,6.49,3.92,12391,153536881
12392,12393,1,Ideal,J,SI1,60.4,54.0,5232,6.86,6.89,4.15,12392,153561664
12393,12394,1,Ideal,G,SI1,62.1,57.0,5232,6.59,6.52,4.07,12393,153586449
12394,12395,1,Good,E,SI1,64.2,59.0,5232,6.27,6.19,4.0,12394,153611236
12395,12396,1,Ideal,F,SI2,61.8,57.0,5232,6.71,6.68,4.14,12395,153636025
12396,12397,1,Premium,I,SI1,62.3,58.0,5233,6.77,6.81,4.23,12396,153660816
12397,12398,1,Very Good,H,SI2,62.9,59.0,5233,6.66,6.76,4.22,12397,153685609
12398,12399,1,Ideal,I,SI1,62.3,57.0,5233,6.77,6.87,4.25,12398,153710404
12399,12400,1,Premium,G,SI1,60.1,58.0,5233,6.78,6.83,4.09,12399,153735201
12400,12401,1,Premium,D,SI2,60.5,59.0,5233,6.72,6.76,4.08,12400,153760000
12401,12402,1,Very Good,D,SI2,61.2,60.0,5233,6.63,6.67,4.07,12401,153784801
12402,12403,1,Good,E,SI1,58.6,62.0,5233,6.58,6.6,3.86,12402,153809604
12403,12404,1,Good,E,SI1,57.9,57.0,5233,6.6,6.67,3.84,12403,153834409
12404,12405,1,Very Good,J,VS2,58.7,60.0,5234,6.93,6.96,4.08,12404,153859216
12405,12406,1,Ideal,E,SI1,62.2,57.0,5234,6.42,6.48,4.01,12405,153884025
12406,12407,1,Ideal,E,SI1,62.0,57.0,5234,6.44,6.47,4.0,12406,153908836
12407,12408,1,Ideal,D,SI1,61.6,56.0,5234,6.45,6.48,3.98,12407,153933649
12408,12409,1,Ideal,D,SI2,62.0,58.0,5235,6.4,6.51,4.0,12408,153958464
12409,12410,1,Ideal,E,SI1,62.0,57.0,5235,6.38,6.45,3.98,12409,153983281
12410,12411,1,Very Good,H,VS2,63.3,58.0,5236,6.42,6.48,4.08,12410,154008100
12411,12412,1,Good,I,SI1,63.7,57.2,5236,6.69,6.73,4.28,12411,154032921
12412,12413,1,Very Good,E,SI2,61.5,58.0,5236,6.66,6.73,4.12,12412,154057744
12413,12414,1,Very Good,H,SI1,62.3,55.0,5236,6.64,6.69,4.15,12413,154082569
12414,12415,1,Premium,H,VS1,60.0,58.0,5236,6.65,6.61,3.98,12414,154107396
12415,12416,1,Premium,F,SI1,61.0,58.0,5236,6.65,6.6,4.04,12415,154132225
12416,12417,1,Ideal,J,SI1,61.6,57.0,5237,7.0,7.06,4.33,12416,154157056
12417,12418,1,Premium,H,SI1,59.2,61.0,5237,6.67,6.65,3.94,12417,154181889
12418,12419,1,Premium,E,SI1,62.7,58.0,5237,6.6,6.55,4.12,12418,154206724
12419,12420,1,Ideal,H,VS2,61.0,59.0,5238,6.51,6.47,3.96,12419,154231561
12420,12421,1,Ideal,H,SI1,62.3,55.0,5238,6.58,6.62,4.11,12420,154256400
12421,12422,1,Very Good,E,SI1,61.7,57.0,5239,6.34,6.47,3.95,12421,154281241
12422,12423,1,Ideal,F,SI1,62.0,55.0,5239,6.39,6.44,3.98,12422,154306084
12423,12424,1,Fair,J,I1,68.5,59.0,5240,7.31,7.24,4.98,12423,154330929
12424,12425,1,Ideal,F,SI2,61.5,55.0,5240,6.56,6.62,4.05,12424,154355776
12425,12426,1,Premium,H,VS2,61.8,58.0,5241,6.49,6.43,3.99,12425,154380625
12426,12427,1,Very Good,F,SI1,60.6,63.0,5241,6.47,6.5,3.93,12426,154405476
12427,12428,1,Very Good,F,SI1,58.0,60.0,5241,6.68,6.74,3.89,12427,154430329
12428,12429,1,Ideal,G,SI1,61.1,57.0,5241,6.58,6.54,4.01,12428,154455184
12429,12430,1,Ideal,G,SI1,61.7,56.0,5241,6.5,6.47,4.0,12429,154480041
12430,12431,1,Premium,G,VS2,62.3,58.0,5242,6.35,6.29,3.94,12430,154504900
12431,12432,1,Good,G,VS2,63.8,58.0,5242,6.37,6.29,4.04,12431,154529761
12432,12433,1,Premium,G,VS2,62.1,58.0,5242,6.43,6.39,3.98,12432,154554624
12433,12434,0,Very Good,F,VS1,60.7,57.0,5242,6.16,6.23,3.76,12433,154579489
12434,12435,1,Ideal,J,VVS2,61.1,58.0,5242,6.49,6.57,3.99,12434,154604356
12435,12436,1,Good,J,SI1,64.0,58.0,5242,6.91,6.84,4.4,12435,154629225
12436,12437,1,Ideal,I,VS2,61.8,55.0,5242,6.5,6.54,4.03,12436,154654096
12437,12438,1,Good,G,VS2,58.6,65.0,5242,6.61,6.53,3.85,12437,154678969
12438,12439,1,Fair,H,VS1,64.6,59.0,5242,6.3,6.26,4.06,12438,154703844
12439,12440,1,Ideal,H,VS1,61.9,57.0,5242,6.77,6.73,4.18,12439,154728721
12440,12441,1,Premium,G,VS2,60.8,58.0,5242,6.44,6.4,3.9,12440,154753600
12441,12442,0,Ideal,E,VS1,61.3,57.0,5242,6.24,6.2,3.81,12441,154778481
12442,12443,0,Ideal,G,VVS2,61.9,56.0,5242,6.22,6.15,3.83,12442,154803364
12443,12444,0,Premium,E,VS1,60.1,56.0,5242,6.38,6.3,3.81,12443,154828249
12444,12445,1,Premium,G,VS1,61.9,60.0,5242,6.39,6.31,3.93,12444,154853136
12445,12446,1,Ideal,J,VS1,62.5,57.0,5242,6.68,6.63,4.16,12445,154878025
12446,12447,1,Premium,I,VS2,60.3,60.0,5242,7.01,6.99,4.22,12446,154902916
12447,12448,1,Very Good,D,SI2,59.3,59.0,5243,6.76,6.8,4.02,12447,154927809
12448,12449,0,Ideal,G,VS1,62.0,57.0,5243,6.24,6.28,3.88,12448,154952704
12449,12450,1,Premium,F,SI2,58.9,60.0,5243,6.81,6.74,3.99,12449,154977601
12450,12451,1,Very Good,E,SI1,63.5,55.0,5245,6.3,6.37,4.02,12450,155002500
12451,12452,1,Very Good,I,SI1,62.9,56.0,5245,6.73,6.79,4.25,12451,155027401
12452,12453,1,Very Good,G,SI2,63.2,57.0,5245,6.98,6.95,4.4,12452,155052304
12453,12454,1,Ideal,D,SI2,62.7,58.0,5246,6.34,6.39,3.99,12453,155077209
12454,12455,1,Very Good,F,SI2,62.2,62.0,5247,6.7,6.77,4.19,12454,155102116
12455,12456,1,Very Good,H,SI1,62.1,58.0,5247,6.44,6.45,4.0,12455,155127025
12456,12457,1,Ideal,D,SI2,60.2,57.0,5247,6.63,6.67,4.0,12456,155151936
12457,12458,1,Premium,H,VS1,62.1,60.0,5247,6.52,6.5,4.04,12457,155176849
12458,12459,1,Very Good,F,SI1,60.7,58.0,5248,6.4,6.51,3.92,12458,155201764
12459,12460,1,Very Good,I,VS2,62.9,55.9,5249,6.59,6.62,4.16,12459,155226681
12460,12461,1,Premium,F,SI1,59.8,60.0,5249,6.53,6.57,3.92,12460,155251600
12461,12462,1,Premium,F,SI1,62.2,59.0,5249,6.36,6.41,3.97,12461,155276521
12462,12463,1,Premium,I,SI2,61.4,59.0,5249,6.98,6.94,4.27,12462,155301444
12463,12464,1,Premium,G,SI1,58.4,58.0,5249,6.66,6.62,3.88,12463,155326369
12464,12465,1,Ideal,I,SI2,62.1,56.0,5249,6.96,6.92,4.31,12464,155351296
12465,12466,1,Ideal,D,SI1,62.3,56.0,5249,6.51,6.45,4.04,12465,155376225
12466,12467,1,Ideal,E,SI1,59.6,54.0,5250,6.64,6.62,3.95,12466,155401156
12467,12468,1,Premium,G,VS2,61.5,59.0,5250,6.4,6.45,3.95,12467,155426089
12468,12469,1,Premium,G,SI2,59.9,59.0,5250,6.92,6.98,4.16,12468,155451024
12469,12470,1,Very Good,G,SI2,62.5,57.0,5250,6.73,6.84,4.24,12469,155475961
12470,12471,1,Premium,H,VS2,62.1,58.0,5250,6.63,6.51,4.08,12470,155500900
12471,12472,1,Premium,I,SI1,62.5,59.0,5250,6.89,6.81,4.28,12471,155525841
12472,12473,1,Premium,H,VS2,62.4,58.0,5250,6.56,6.49,4.07,12472,155550784
12473,12474,0,Ideal,E,VVS1,61.6,55.0,5251,5.87,5.95,3.64,12473,155575729
12474,12475,1,Ideal,H,SI1,60.8,58.0,5251,6.47,6.49,3.94,12474,155600676
12475,12476,1,Good,E,SI1,63.6,57.0,5251,6.27,6.3,4.0,12475,155625625
12476,12477,1,Good,J,VS2,57.4,62.0,5251,7.3,7.23,4.17,12476,155650576
12477,12478,1,Very Good,D,SI2,59.9,61.0,5252,6.46,6.5,3.88,12477,155675529
12478,12479,1,Ideal,J,SI1,62.4,57.0,5252,6.86,6.92,4.3,12478,155700484
12479,12480,1,Ideal,J,SI1,62.1,58.0,5252,6.86,6.89,4.27,12479,155725441
12480,12481,0,Ideal,E,SI1,61.4,54.0,5252,6.26,6.24,3.84,12480,155750400
12481,12482,1,Good,I,SI1,62.7,59.0,5252,6.63,6.71,4.18,12481,155775361
12482,12483,1,Ideal,G,SI1,62.0,56.0,5253,6.55,6.52,4.05,12482,155800324
12483,12484,1,Ideal,D,SI2,62.3,55.0,5253,6.54,6.5,4.06,12483,155825289
12484,12485,1,Very Good,H,VS2,61.5,57.0,5254,6.57,6.63,4.06,12484,155850256
12485,12486,1,Good,H,VS2,60.9,61.0,5254,6.38,6.42,3.9,12485,155875225
12486,12487,1,Very Good,D,SI1,61.6,61.0,5255,6.5,6.55,4.02,12486,155900196
12487,12488,1,Ideal,H,SI1,61.7,60.0,5255,6.48,6.52,4.01,12487,155925169
12488,12489,1,Very Good,H,VS2,63.3,60.0,5255,6.42,6.38,4.05,12488,155950144
12489,12490,1,Premium,G,SI1,61.1,58.0,5255,6.52,6.48,3.97,12489,155975121
12490,12491,1,Fair,F,SI1,64.8,59.0,5255,6.33,6.23,4.07,12490,156000100
12491,12492,1,Ideal,G,SI1,61.8,56.0,5256,6.55,6.58,4.06,12491,156025081
12492,12493,1,Ideal,D,SI2,61.6,57.0,5256,6.58,6.62,4.07,12492,156050064
12493,12494,1,Very Good,F,SI1,58.2,63.0,5256,6.69,6.78,3.92,12493,156075049
12494,12495,1,Very Good,J,VS1,63.6,59.0,5257,6.67,6.72,4.26,12494,156100036
12495,12496,1,Very Good,H,SI2,62.9,56.0,5257,6.74,6.77,4.25,12495,156125025
12496,12497,1,Very Good,E,SI1,59.6,60.0,5257,6.58,6.51,3.9,12496,156150016
12497,12498,1,Very Good,E,SI2,60.0,59.0,5257,6.78,6.82,4.08,12497,156175009
12498,12499,1,Very Good,I,SI1,63.2,58.0,5257,6.71,6.75,4.25,12498,156200004
12499,12500,1,Ideal,H,SI1,61.2,56.0,5257,6.49,6.51,3.98,12499,156225001
12500,12501,1,Premium,D,SI2,60.2,58.0,5257,6.56,6.53,3.94,12500,156250000
12501,12502,1,Very Good,F,SI2,61.8,56.4,5258,6.51,6.56,4.04,12501,156275001
12502,12503,1,Premium,D,SI2,61.2,60.0,5258,6.64,6.6,4.05,12502,156300004
12503,12504,1,Ideal,D,SI2,62.1,56.0,5258,6.59,6.56,4.08,12503,156325009
12504,12505,0,Premium,G,VVS2,61.8,58.0,5259,6.16,6.24,3.83,12504,156350016
12505,12506,0,Very Good,E,VS1,61.9,59.0,5259,6.17,6.23,3.84,12505,156375025
12506,12507,0,Premium,D,VS2,62.0,58.0,5259,6.15,6.2,3.83,12506,156400036
12507,12508,1,Ideal,I,SI2,62.0,57.0,5259,6.85,6.92,4.27,12507,156425049
12508,12509,1,Ideal,I,SI2,61.8,56.0,5259,6.92,6.94,4.28,12508,156450064
12509,12510,1,Ideal,G,SI2,61.6,57.0,5259,6.91,6.98,4.28,12509,156475081
12510,12511,0,Good,D,SI1,60.2,56.0,5259,6.28,6.32,3.79,12510,156500100
12511,12512,1,Premium,H,VS2,61.9,57.0,5260,6.42,6.35,3.95,12511,156525121
12512,12513,1,Very Good,H,VS2,63.2,58.0,5260,6.34,6.26,3.98,12512,156550144
12513,12514,1,Ideal,H,SI2,62.2,55.7,5260,6.68,6.74,4.18,12513,156575169
12514,12515,1,Premium,H,VS2,61.6,59.0,5260,6.41,6.39,3.94,12514,156600196
12515,12516,1,Premium,H,VS2,61.3,59.0,5260,6.45,6.41,3.94,12515,156625225
12516,12517,1,Very Good,H,VS2,63.1,59.0,5260,6.34,6.3,3.99,12516,156650256
12517,12518,1,Ideal,H,VS2,62.7,56.0,5260,6.4,6.35,4.0,12517,156675289
12518,12519,1,Premium,H,VS2,60.6,60.0,5260,6.51,6.49,3.94,12518,156700324
12519,12520,1,Ideal,I,SI1,61.9,56.0,5261,6.87,6.83,4.24,12519,156725361
12520,12521,0,Ideal,F,VS2,62.6,55.0,5261,6.2,6.23,3.89,12520,156750400
12521,12522,1,Ideal,H,SI1,61.9,57.0,5262,6.58,6.63,4.09,12521,156775441
12522,12523,1,Ideal,E,SI2,61.2,55.0,5262,6.68,6.72,4.1,12522,156800484
12523,12524,1,Ideal,E,SI1,61.8,57.0,5262,6.39,6.49,3.98,12523,156825529
12524,12525,1,Ideal,E,SI2,61.6,56.0,5263,6.63,6.66,4.09,12524,156850576
12525,12526,1,Very Good,H,VS2,62.7,57.0,5264,6.48,6.53,4.08,12525,156875625
12526,12527,1,Ideal,F,SI1,61.9,56.0,5264,6.55,6.61,4.07,12526,156900676
12527,12528,1,Premium,J,VS2,62.0,59.0,5264,6.9,6.87,4.27,12527,156925729
12528,12529,1,Premium,J,VS2,61.8,57.6,5265,6.84,6.88,4.24,12528,156950784
12529,12530,1,Very Good,D,SI2,62.9,58.0,5265,6.41,6.47,4.05,12529,156975841
