Unnamed: 0,carat,cut,color,clarity,depth,table,cost,x,y,z,Zeroes,ones
3197,1,Premium,F,I1,62.4,59.0,3344,6.34,6.38,3.97,3196,10214416
3198,0,Good,G,SI1,64.3,60.0,3344,6.04,6.12,3.91,3197,10220809
3199,0,Ideal,G,VS2,61.7,55.0,3344,5.72,5.79,3.55,3198,10227204
3200,0,Very Good,I,SI1,63.7,58.0,3345,6.12,6.18,3.92,3199,10233601
3201,0,Ideal,E,VS1,62.3,54.0,3345,5.67,5.71,3.54,3200,10240000
3202,0,Ideal,E,SI1,61.6,56.0,3345,5.94,6.0,3.68,3201,10246401
3203,0,Ideal,D,SI1,62.5,56.0,3345,5.86,5.91,3.68,3202,10252804
3204,0,Premium,H,SI2,58.8,58.0,3346,6.44,6.41,3.78,3203,10259209
3205,0,Ideal,D,VVS2,61.6,56.0,3346,5.21,5.24,3.22,3204,10265616
3206,0,Ideal,D,VS2,61.5,57.0,3346,5.81,5.83,3.58,3205,10272025
3207,0,Ideal,E,VS1,62.3,56.0,3346,5.69,5.74,3.56,3206,10278436
3208,0,Premium,F,SI2,63.0,59.0,3346,6.17,6.12,3.87,3207,10284849
3209,0,Premium,F,SI2,62.9,57.0,3346,6.16,6.11,3.86,3208,10291264
3210,0,Premium,F,VVS1,58.1,58.0,3347,5.92,5.88,3.43,3209,10297681
3211,0,Premium,D,SI1,62.2,60.0,3347,6.01,5.98,3.73,3210,10304100
3212,0,Premium,F,VVS1,61.8,60.0,3348,5.67,5.63,3.49,3211,10310521
3213,0,Ideal,F,VVS1,62.2,55.0,3348,5.69,5.66,3.53,3212,10316944
3214,0,Good,H,SI2,61.3,61.0,3348,6.11,6.16,3.76,3213,10323369
3215,1,Fair,I,SI2,65.8,58.0,3348,6.23,6.27,4.11,3214,10329796
3216,1,Premium,G,I1,59.4,61.0,3348,6.51,6.45,3.85,3215,10336225
3217,1,Good,I,SI2,64.1,58.0,3349,6.26,6.31,4.03,3216,10342656
3218,0,Good,D,SI2,64.1,62.0,3349,6.06,6.01,3.87,3217,10349089
3219,0,Premium,H,IF,62.9,60.0,3349,5.74,5.67,3.59,3218,10355524
3220,0,Very Good,F,VS1,62.8,58.0,3350,5.79,5.86,3.66,3219,10361961
3221,0,Very Good,G,SI2,63.5,57.0,3350,6.09,6.13,3.88,3220,10368400
3222,0,Good,G,SI2,58.5,61.0,3350,6.28,6.33,3.69,3221,10374841
3223,0,Very Good,D,VS2,63.0,58.0,3351,5.81,5.85,3.67,3222,10381284
3224,0,Very Good,G,SI2,62.3,59.0,3351,6.2,6.26,3.88,3223,10387729
3225,0,Ideal,F,VVS2,61.2,56.0,3351,5.53,5.55,3.39,3224,10394176
3226,0,Ideal,D,VS2,60.2,56.0,3352,5.92,5.95,3.57,3225,10400625
3227,0,Ideal,G,VVS2,61.3,56.0,3352,5.76,5.8,3.54,3226,10407076
3228,0,Ideal,G,VVS2,62.0,55.0,3352,5.72,5.76,3.56,3227,10413529
3229,0,Ideal,G,VVS2,61.2,57.0,3352,5.76,5.77,3.53,3228,10419984
3230,0,Ideal,E,VVS1,61.5,54.0,3352,5.25,5.23,3.22,3229,10426441
3231,1,Premium,H,SI2,62.8,56.0,3352,6.54,6.47,4.08,3230,10432900
3232,1,Premium,H,SI2,61.7,59.0,3352,6.59,6.53,4.05,3231,10439361
3233,0,Premium,D,VS2,59.3,60.0,3353,5.89,5.91,3.5,3232,10445824
3234,0,Very Good,E,VS1,62.1,60.0,3353,5.71,5.79,3.57,3233,10452289
3235,0,Very Good,G,SI2,63.1,59.0,3353,6.11,6.16,3.87,3234,10458756
3236,0,Ideal,D,VS1,61.1,54.0,3353,5.86,5.89,3.59,3235,10465225
3237,0,Good,I,VS2,58.5,66.0,3353,6.23,6.25,3.65,3236,10471696
3238,0,Good,G,SI2,61.3,60.0,3353,6.13,6.2,3.78,3237,10478169
3239,0,Fair,H,SI2,66.0,50.1,3353,6.13,6.17,4.06,3238,10484644
3240,0,Ideal,D,SI1,61.9,57.0,3353,6.01,5.97,3.71,3239,10491121
3241,0,Very Good,F,VVS2,62.1,60.0,3354,5.69,5.72,3.54,3240,10497600
3242,1,Good,F,I1,64.3,59.0,3354,6.37,6.42,4.11,3241,10504081
3243,0,Ideal,G,VVS1,61.9,58.0,3354,5.67,5.74,3.53,3242,10510564
3244,0,Ideal,E,VS1,62.4,57.0,3354,5.67,5.71,3.55,3243,10517049
3245,0,Ideal,H,IF,63.0,57.0,3354,5.68,5.72,3.59,3244,10523536
3246,0,Ideal,I,VS2,61.4,55.0,3355,6.03,6.06,3.71,3245,10530025
3247,0,Premium,G,SI1,62.0,57.0,3355,6.34,6.31,3.92,3246,10536516
3248,1,Ideal,H,I1,61.9,56.0,3355,6.95,6.91,4.29,3247,10543009
3249,0,Premium,E,SI1,61.5,58.0,3356,5.93,5.97,3.66,3248,10549504
3250,0,Very Good,F,SI2,60.2,60.0,3356,6.18,6.21,3.73,3249,10556001
3251,0,Premium,F,VS1,62.7,58.0,3357,5.82,5.88,3.67,3250,10562500
3252,0,Ideal,F,VS1,62.5,57.0,3357,5.88,5.9,3.68,3251,10569001
3253,0,Ideal,I,IF,62.4,58.0,3357,5.9,5.96,3.7,3252,10575504
3254,0,Good,H,SI1,63.8,58.0,3357,6.05,6.12,3.88,3253,10582009
3255,0,Ideal,D,SI2,62.1,57.0,3357,6.04,6.0,3.74,3254,10588516
3256,0,Good,D,SI1,64.0,59.0,3357,6.13,6.02,3.89,3255,10595025
3257,0,Premium,E,VS1,62.8,59.0,3357,5.76,5.68,3.59,3256,10601536
3258,0,Very Good,E,VS1,63.4,55.0,3357,5.78,5.76,3.66,3257,10608049
3259,0,Very Good,J,VS1,60.4,58.0,3358,6.22,6.27,3.77,3258,10614564
3260,0,Very Good,E,VS1,60.7,57.0,3358,5.72,5.75,3.48,3259,10621081
3261,0,Fair,G,SI1,64.4,57.0,3358,6.14,6.09,3.94,3260,10627600
3262,0,Ideal,F,VS1,60.3,57.0,3359,5.74,5.79,3.47,3261,10634121
3263,1,Very Good,J,SI2,63.1,58.0,3359,6.38,6.34,4.01,3262,10640644
3264,0,Ideal,I,SI1,61.9,57.0,3359,6.23,6.21,3.85,3263,10647169
3265,0,Premium,E,VS1,60.9,57.0,3360,5.94,5.88,3.59,3264,10653696
3266,0,Ideal,D,VS2,61.4,55.0,3360,5.71,5.75,3.52,3265,10660225
3267,0,Ideal,E,SI1,61.9,55.0,3360,5.74,5.77,3.56,3266,10666756
3268,0,Ideal,E,SI1,60.8,57.0,3360,5.8,5.84,3.54,3267,10673289
3269,1,Premium,I,SI2,61.5,62.0,3360,6.41,6.37,3.93,3268,10679824
3270,1,Premium,H,SI2,59.4,60.0,3360,6.55,6.49,3.87,3269,10686361
3271,1,Good,I,SI1,64.3,57.0,3360,6.29,6.25,4.03,3270,10692900
3272,1,Very Good,I,SI2,58.3,63.0,3360,6.53,6.5,3.8,3271,10699441
3273,1,Ideal,E,I1,63.0,57.0,3360,6.35,6.32,3.99,3272,10705984
3274,1,Premium,H,SI2,59.8,61.0,3360,6.24,6.17,3.71,3273,10712529
3275,1,Premium,I,SI1,62.2,62.0,3360,6.39,6.33,3.96,3274,10719076
3276,0,Premium,F,SI1,62.7,62.0,3360,5.09,4.96,3.15,3275,10725625
3277,1,Very Good,I,SI1,59.3,63.0,3360,6.52,6.47,3.85,3276,10732176
3278,0,Ideal,D,VS1,62.5,57.0,3361,5.65,5.68,3.54,3277,10738729
3279,0,Ideal,F,SI1,62.1,56.0,3361,6.04,6.0,3.74,3278,10745284
3280,0,Ideal,F,SI1,61.3,56.0,3362,5.92,6.0,3.64,3279,10751841
3281,0,Ideal,E,SI1,61.5,58.0,3362,5.96,6.0,3.68,3280,10758400
3282,0,Premium,G,SI2,61.3,60.0,3363,6.2,6.17,3.79,3281,10764961
3283,0,Ideal,H,VVS1,62.1,56.0,3363,5.81,5.89,3.63,3282,10771524
3284,0,Ideal,G,IF,61.9,56.0,3363,5.5,5.52,3.41,3283,10778089
3285,0,Good,F,VS2,60.9,62.2,3363,5.97,6.04,3.66,3284,10784656
3286,0,Ideal,H,SI2,60.3,57.0,3363,6.31,6.27,3.79,3285,10791225
3287,0,Premium,H,SI2,62.7,58.0,3363,6.17,6.14,3.86,3286,10797796
3288,0,Good,F,SI1,64.0,57.0,3363,6.17,6.08,3.92,3287,10804369
3289,0,Premium,H,SI2,62.9,59.0,3363,6.15,6.12,3.86,3288,10810944
3290,0,Ideal,H,VS1,61.5,56.0,3364,6.0,6.04,3.7,3289,10817521
3291,0,Premium,D,VS1,62.5,59.0,3365,5.69,5.64,3.54,3290,10824100
3292,0,Very Good,E,VS2,62.3,56.0,3365,5.79,5.84,3.62,3291,10830681
3293,0,Very Good,J,VS1,62.4,57.0,3365,6.25,6.29,3.91,3292,10837264
3294,0,Very Good,E,SI1,63.5,58.0,3365,5.93,5.98,3.78,3293,10843849
3295,0,Good,E,VS2,63.3,59.0,3365,5.82,5.87,3.7,3294,10850436
3296,0,Premium,D,VS1,62.7,56.0,3365,5.8,5.77,3.63,3295,10857025
3297,0,Very Good,D,VS2,61.9,59.0,3366,5.68,5.72,3.53,3296,10863616
3298,1,Ideal,F,I1,61.2,56.0,3366,6.76,6.71,4.12,3297,10870209
3299,0,Very Good,H,IF,62.6,57.0,3367,5.8,5.83,3.64,3298,10876804
3300,0,Very Good,F,SI2,62.4,57.0,3368,6.11,6.16,3.83,3299,10883401
3301,0,Very Good,F,SI2,63.0,56.0,3368,6.09,6.16,3.86,3300,10890000
3302,0,Very Good,F,SI2,62.6,56.0,3368,6.13,6.17,3.85,3301,10896601
3303,0,Premium,F,VS2,62.0,61.0,3369,5.99,5.91,3.69,3302,10903204
3304,0,Good,D,VVS2,61.5,61.0,3369,5.61,5.65,3.46,3303,10909809
3305,0,Very Good,F,VS2,63.2,55.0,3369,5.9,5.88,3.72,3304,10916416
3306,0,Ideal,F,VS2,62.7,54.0,3369,5.95,5.91,3.72,3305,10923025
3307,0,Premium,E,VS1,61.2,58.0,3370,5.77,5.83,3.55,3306,10929636
3308,0,Ideal,E,VS1,62.3,56.0,3370,5.75,5.8,3.6,3307,10936249
3309,0,Very Good,E,VS1,60.9,61.0,3370,5.79,5.81,3.53,3308,10942864
3310,0,Good,G,VS2,63.6,59.0,3370,5.89,5.94,3.76,3309,10949481
3311,0,Ideal,E,VS2,61.1,56.0,3370,5.76,5.81,3.53,3310,10956100
3312,0,Very Good,D,SI2,58.1,60.0,3371,6.24,6.26,3.63,3311,10962721
3313,0,Very Good,D,SI2,61.0,61.0,3371,6.15,6.17,3.76,3312,10969344
3314,0,Ideal,H,VVS2,61.7,57.0,3371,5.68,5.73,3.53,3313,10975969
3315,0,Ideal,H,VVS2,61.9,56.0,3371,5.72,5.76,3.55,3314,10982596
3316,0,Premium,H,SI2,58.3,60.0,3371,6.34,6.31,3.69,3315,10989225
3317,0,Premium,F,SI1,62.6,58.0,3372,6.01,6.06,3.78,3316,10995856
3318,0,Ideal,H,VS2,62.3,57.0,3372,6.08,6.12,3.8,3317,11002489
3319,0,Ideal,G,VS1,61.6,56.0,3372,5.82,5.87,3.6,3318,11009124
3320,0,Ideal,D,VS2,62.4,56.0,3372,5.74,5.7,3.57,3319,11015761
3321,0,Very Good,E,SI1,62.0,60.0,3373,5.96,6.0,3.71,3320,11022400
3322,0,Ideal,D,VVS1,62.1,54.0,3373,5.15,5.18,3.21,3321,11029041
3323,0,Ideal,E,SI1,61.5,56.0,3373,6.01,6.03,3.7,3322,11035684
3324,0,Very Good,E,VVS2,59.3,60.0,3374,5.87,5.83,3.47,3323,11042329
3325,0,Ideal,E,VS2,61.7,56.0,3374,5.81,5.86,3.6,3324,11048976
3326,0,Very Good,D,VS1,62.8,58.0,3375,5.65,5.68,3.56,3325,11055625
3327,0,Very Good,D,VS1,64.1,57.0,3375,5.68,5.71,3.65,3326,11062276
3328,0,Fair,H,VS2,65.6,55.0,3375,6.01,5.97,3.93,3327,11068929
3329,1,Premium,F,I1,60.8,59.0,3375,6.96,6.91,4.22,3328,11075584
3330,0,Very Good,E,VVS2,61.7,60.0,3376,5.7,5.74,3.53,3329,11082241
3331,0,Good,F,SI2,61.3,62.0,3376,6.17,6.26,3.81,3330,11088900
3332,0,Premium,I,VS2,62.4,61.0,3376,6.18,6.16,3.85,3331,11095561
3333,0,Ideal,E,VS2,61.0,56.0,3376,5.76,5.79,3.52,3332,11102224
3334,0,Ideal,E,SI1,61.7,55.0,3376,5.73,5.77,3.55,3333,11108889
3335,0,Premium,G,SI2,60.4,61.0,3376,6.28,6.21,3.77,3334,11115556
3336,1,Ideal,F,I1,62.2,54.0,3377,6.42,6.44,4.0,3335,11122225
3337,0,Ideal,E,VS2,59.3,57.0,3377,6.02,6.06,3.58,3336,11128896
3338,0,Premium,G,SI2,62.3,59.0,3377,6.15,6.2,3.85,3337,11135569
3339,0,Premium,G,SI2,58.3,60.0,3377,6.39,6.33,3.71,3338,11142244
3340,0,Premium,E,VVS2,60.6,60.0,3377,5.74,5.72,3.47,3339,11148921
3341,0,Premium,H,SI1,62.0,55.0,3377,6.21,6.17,3.84,3340,11155600
3342,0,Premium,I,SI1,63.0,60.0,3377,6.08,5.99,3.8,3341,11162281
3343,0,Good,D,IF,63.2,59.0,3378,4.99,5.04,3.17,3342,11168964
3344,0,Very Good,D,IF,62.9,59.0,3378,4.99,5.09,3.17,3343,11175649
3345,1,Premium,J,SI2,62.0,58.0,3378,6.47,6.52,4.03,3344,11182336
3346,0,Ideal,H,IF,61.6,55.0,3378,5.8,5.82,3.58,3345,11189025
3347,0,Ideal,G,IF,60.3,57.0,3378,5.54,5.61,3.35,3346,11195716
3348,0,Very Good,I,SI1,63.5,58.0,3378,6.19,6.16,3.92,3347,11202409
3349,0,Very Good,E,SI2,63.4,58.0,3379,6.15,6.09,3.88,3348,11209104
3350,0,Premium,E,SI2,58.5,60.0,3379,6.34,6.31,3.7,3349,11215801
3351,0,Premium,E,SI2,60.0,60.0,3379,6.28,6.23,3.75,3350,11222500
3352,0,Ideal,E,SI1,62.1,54.0,3380,5.98,6.03,3.73,3351,11229201
3353,0,Good,G,VVS1,58.5,62.0,3380,5.8,5.82,3.4,3352,11235904
3354,0,Ideal,E,VS1,62.0,57.0,3380,5.72,5.66,3.53,3353,11242609
3355,0,Premium,E,VVS2,59.0,59.0,3380,5.88,5.82,3.45,3354,11249316
3356,0,Very Good,G,VS1,63.5,57.0,3381,5.87,5.91,3.74,3355,11256025
3357,0,Ideal,E,VS2,61.6,56.0,3381,5.71,5.75,3.53,3356,11262736
3358,0,Good,I,SI1,63.3,58.0,3382,6.14,6.18,3.9,3357,11269449
3359,0,Very Good,H,SI2,63.4,57.0,3382,6.1,6.18,3.89,3358,11276164
3360,0,Ideal,D,VVS2,61.9,55.0,3382,5.41,5.45,3.36,3359,11282881
3361,0,Very Good,I,SI1,61.2,58.0,405,4.28,4.31,2.63,3360,11289600
3362,0,Ideal,G,SI2,60.6,56.0,405,4.35,4.4,2.65,3361,11296321
3363,0,Very Good,I,VS2,59.3,59.0,406,4.38,4.42,2.61,3362,11303044
3364,0,Very Good,I,VS2,62.7,56.0,407,4.27,4.28,2.68,3363,11309769
3365,0,Very Good,I,VS2,60.7,56.0,407,4.32,4.34,2.63,3364,11316496
3366,0,Very Good,G,VS2,61.9,57.0,407,4.05,4.08,2.51,3365,11323225
3367,0,Very Good,G,VS2,63.0,54.0,407,4.04,4.06,2.55,3366,11329956
3368,0,Very Good,E,VS1,63.8,60.0,407,4.03,4.09,2.59,3367,11336689
3369,0,Very Good,E,SI1,61.2,57.0,407,4.2,4.23,2.58,3368,11343424
3370,0,Ideal,I,VS2,62.3,56.0,407,4.28,4.29,2.67,3369,11350161
3371,0,Ideal,I,VS2,62.4,55.0,407,4.32,4.34,2.7,3370,11356900
3372,0,Ideal,G,SI2,61.3,56.0,407,4.44,4.47,2.73,3371,11363641
3373,0,Ideal,H,SI1,62.0,58.0,407,4.25,4.33,2.66,3372,11370384
3374,0,Ideal,H,SI1,62.9,53.0,407,4.28,4.31,2.7,3373,11377129
3375,0,Ideal,G,SI1,62.3,57.0,407,4.03,4.09,2.53,3374,11383876
3376,0,Ideal,F,VS2,61.8,57.0,408,3.97,3.99,2.46,3375,11390625
3377,0,Ideal,H,SI2,60.0,56.0,408,4.41,4.43,2.65,3376,11397376
3378,0,Very Good,G,SI2,62.3,57.0,408,4.33,4.37,2.71,3377,11404129
3379,0,Good,G,SI2,63.2,55.0,408,4.31,4.33,2.73,3378,11410884
3380,0,Premium,I,SI1,61.3,58.0,408,4.34,4.37,2.67,3379,11417641
3381,0,Ideal,I,SI1,62.7,56.0,408,4.3,4.34,2.71,3380,11424400
3382,0,Premium,J,VS1,60.7,60.0,408,4.34,4.39,2.65,3381,11431161
3383,0,Very Good,I,SI1,61.4,61.0,408,4.34,4.39,2.68,3382,11437924
3384,0,Very Good,G,SI2,63.0,57.0,408,4.32,4.35,2.73,3383,11444689
3385,0,Good,I,SI1,63.5,56.0,408,4.28,4.32,2.73,3384,11451456
3386,0,Very Good,G,SI2,61.8,59.0,408,4.3,4.34,2.67,3385,11458225
3387,0,Premium,J,VS1,61.8,59.0,408,4.31,4.33,2.67,3386,11464996
3388,0,Premium,I,SI1,61.5,59.0,408,4.35,4.37,2.68,3387,11471769
3389,0,Very Good,F,SI2,63.0,58.0,408,4.34,4.36,2.74,3388,11478544
3390,0,Very Good,I,SI1,63.0,57.0,408,4.32,4.34,2.73,3389,11485321
3391,0,Very Good,F,SI1,62.8,56.0,566,4.42,4.46,2.79,3390,11492100
3392,0,Very Good,E,VVS2,59.7,61.0,567,4.24,4.27,2.54,3391,11498881
3393,0,Very Good,E,VVS2,59.4,64.0,567,4.16,4.19,2.48,3392,11505664
3394,0,Very Good,H,VS2,60.1,56.0,567,4.61,4.64,2.78,3393,11512449
3395,0,Very Good,F,IF,59.4,61.0,567,4.23,4.26,2.52,3394,11519236
3396,0,Ideal,I,VVS2,62.2,54.5,567,4.38,4.42,2.74,3395,11526025
3397,0,Ideal,I,VVS2,62.0,54.9,567,4.36,4.39,2.71,3396,11532816
3398,0,Ideal,H,VVS2,62.5,54.0,567,4.3,4.3,2.7,3397,11539609
3399,0,Ideal,F,VS2,62.6,54.0,567,4.3,4.33,2.7,3398,11546404
3400,0,Very Good,I,VS1,61.8,63.0,567,4.29,4.26,2.64,3399,11553201
3401,0,Premium,I,VS1,61.6,61.0,567,4.28,4.23,2.62,3400,11560000
3402,0,Premium,F,VS2,59.6,61.0,567,4.28,4.25,2.54,3401,11566801
3403,0,Premium,D,VS2,59.6,61.0,567,4.26,4.23,2.53,3402,11573604
3404,0,Good,J,VS1,64.0,56.0,567,4.66,4.69,2.99,3403,11580409
3405,0,Good,D,VS2,63.6,56.0,567,4.26,4.32,2.73,3404,11587216
3406,0,Good,D,SI1,63.1,55.0,567,4.38,4.4,2.77,3405,11594025
3407,0,Good,D,SI1,63.1,55.0,567,4.42,4.46,2.8,3406,11600836
3408,0,Ideal,D,SI1,62.0,56.0,567,4.44,4.47,2.76,3407,11607649
3409,0,Ideal,F,VS2,60.3,57.0,568,4.34,4.39,2.63,3408,11614464
3410,0,Ideal,F,VS2,62.1,57.0,568,4.27,4.3,2.66,3409,11621281
3411,0,Ideal,F,SI2,61.3,55.0,568,4.67,4.69,2.87,3410,11628100
3412,0,Ideal,F,SI2,62.0,55.0,568,4.67,4.69,2.9,3411,11634921
3413,0,Ideal,F,SI2,60.9,56.0,568,4.69,4.74,2.87,3412,11641744
3414,0,Ideal,J,SI1,61.0,56.0,568,4.71,4.73,2.88,3413,11648569
3415,0,Ideal,F,SI1,61.2,55.0,568,4.37,4.4,2.68,3414,11655396
3416,0,Premium,I,VS1,62.0,59.0,568,4.53,4.6,2.83,3415,11662225
3417,0,Very Good,D,VS2,61.0,57.0,568,4.32,4.34,2.64,3416,11669056
3418,0,Good,H,VS2,63.7,55.0,568,4.49,4.52,2.87,3417,11675889
3419,0,Very Good,H,VS2,61.0,60.0,568,4.55,4.6,2.79,3418,11682724
3420,0,Premium,H,VS2,60.9,59.0,568,4.58,4.62,2.8,3419,11689561
3421,0,Fair,D,SI1,66.4,59.0,3382,5.97,5.92,3.95,3420,11696400
3422,0,Very Good,I,VS2,63.2,54.0,3382,6.1,6.08,3.85,3421,11703241
3423,1,Ideal,G,I1,61.5,56.0,3382,6.49,6.46,3.98,3422,11710084
3424,0,Ideal,G,VS1,60.5,56.0,3384,5.77,5.79,3.5,3423,11716929
3425,0,Ideal,G,VS1,61.9,55.0,3384,5.67,5.71,3.52,3424,11723776
3426,0,Ideal,G,VS1,60.6,57.0,3384,5.73,5.79,3.5,3425,11730625
3427,0,Ideal,E,SI1,62.0,57.0,3384,5.92,5.96,3.68,3426,11737476
3428,0,Fair,D,SI2,64.4,60.0,3384,6.06,6.02,3.89,3427,11744329
3429,0,Premium,H,IF,60.2,61.0,3384,5.8,5.76,3.48,3428,11751184
3430,0,Ideal,D,VS2,61.2,57.0,3384,5.91,5.89,3.61,3429,11758041
3431,0,Very Good,E,SI1,59.8,57.0,3385,5.98,6.02,3.59,3430,11764900
3432,0,Premium,I,VS2,59.1,59.0,3385,6.28,6.24,3.7,3431,11771761
3433,0,Premium,G,SI2,62.8,61.0,3385,6.14,6.09,3.84,3432,11778624
3434,0,Ideal,E,VS2,61.5,56.0,3385,5.71,5.77,3.53,3433,11785489
3435,0,Very Good,G,SI2,64.0,61.0,3387,6.05,6.08,3.88,3434,11792356
3436,0,Very Good,G,SI2,62.0,58.0,3387,6.13,6.2,3.82,3435,11799225
3437,0,Premium,H,SI1,62.6,58.0,3387,6.12,6.08,3.82,3436,11806096
3438,0,Premium,H,SI1,61.0,59.0,3387,6.16,6.11,3.74,3437,11812969
3439,0,Premium,H,SI1,62.1,61.0,3387,6.11,6.07,3.78,3438,11819844
3440,0,Very Good,H,SI1,62.3,63.0,3387,6.13,6.06,3.8,3439,11826721
3441,0,Premium,H,SI1,62.8,62.0,3387,6.09,6.05,3.81,3440,11833600
3442,0,Fair,H,SI1,65.4,56.0,3387,6.11,6.04,3.97,3441,11840481
3443,0,Fair,I,VS1,65.2,60.0,3387,6.0,5.96,3.9,3442,11847364
3444,0,Ideal,F,VS1,62.1,57.0,3387,5.88,5.84,3.64,3443,11854249
3445,0,Very Good,H,SI1,63.4,58.0,3387,6.16,6.11,3.89,3444,11861136
3446,0,Premium,H,SI1,61.4,60.0,3387,6.13,6.08,3.75,3445,11868025
3447,1,Fair,F,SI1,68.7,55.0,3387,6.06,5.88,4.11,3446,11874916
3448,1,Ideal,E,I1,62.0,57.0,3388,6.37,6.41,3.96,3447,11881809
3449,0,Very Good,G,SI2,61.8,59.0,3388,6.17,6.23,3.83,3448,11888704
3450,0,Very Good,H,SI1,63.0,55.0,3388,6.12,6.16,3.87,3449,11895601
3451,0,Very Good,H,SI1,63.2,59.0,3388,6.08,6.14,3.86,3450,11902500
3452,1,Premium,H,SI2,59.2,59.0,3388,6.8,6.74,4.01,3451,11909401
3453,0,Ideal,G,VVS1,62.1,56.0,3388,5.78,5.82,3.6,3452,11916304
3454,0,Premium,E,VVS2,61.0,59.0,3389,5.64,5.71,3.5,3453,11923209
3455,0,Very Good,G,VS1,60.9,59.0,3389,5.9,5.86,3.58,3454,11930116
3456,0,Ideal,G,VS2,60.2,55.0,3389,5.85,5.9,3.54,3455,11937025
3457,0,Ideal,D,SI1,62.2,55.0,3389,5.92,5.95,3.69,3456,11943936
3458,0,Premium,D,SI2,60.9,61.0,3390,6.16,6.13,3.74,3457,11950849
3459,0,Ideal,E,SI2,61.0,57.0,3390,6.0,5.95,3.65,3458,11957764
3460,0,Good,E,SI1,63.8,61.0,3391,6.05,6.08,3.87,3459,11964681
3461,0,Very Good,G,SI2,61.2,57.0,3391,6.19,6.23,3.8,3460,11971600
3462,0,Ideal,I,VS2,60.3,57.0,3391,5.82,5.86,3.52,3461,11978521
3463,0,Ideal,I,VS2,61.4,56.0,3391,5.77,5.83,3.56,3462,11985444
3464,1,Premium,J,SI2,62.9,59.0,3391,6.43,6.39,4.03,3463,11992369
3465,0,Very Good,I,VVS2,61.7,56.0,3392,6.03,6.07,3.74,3464,11999296
3466,0,Premium,G,SI1,58.0,59.0,3392,6.45,6.38,3.72,3465,12006225
3467,0,Ideal,I,SI1,61.4,56.0,3392,6.06,6.12,3.74,3466,12013156
3468,1,Premium,E,SI2,60.1,58.0,3392,6.65,6.56,3.97,3467,12020089
3469,1,Premium,E,SI2,61.6,59.0,3392,6.51,6.47,4.0,3468,12027024
3470,0,Good,F,VS1,59.3,56.0,3393,5.98,6.03,3.56,3469,12033961
3471,0,Good,F,IF,62.1,62.0,3393,5.68,5.79,3.56,3470,12040900
3472,0,Premium,F,VS2,62.0,59.0,3393,6.0,5.96,3.71,3471,12047841
3473,0,Very Good,G,VVS2,61.5,59.0,3394,5.83,5.91,3.61,3472,12054784
3474,0,Very Good,H,SI2,61.9,57.0,3394,6.21,6.29,3.87,3473,12061729
3475,1,Premium,E,I1,59.8,58.0,3394,6.57,6.53,3.92,3474,12068676
3476,1,Good,I,SI1,58.4,64.0,3394,6.51,6.48,3.79,3475,12075625
3477,1,Premium,H,SI2,61.9,61.0,3394,6.34,6.29,3.91,3476,12082576
3478,1,Premium,H,SI2,60.9,59.0,3394,6.42,6.35,3.89,3477,12089529
3479,1,Very Good,J,SI2,60.9,60.0,3395,6.51,6.59,3.99,3478,12096484
3480,0,Ideal,G,VVS2,62.1,56.0,3396,5.78,5.81,3.59,3479,12103441
3481,0,Ideal,D,VVS2,62.2,54.0,3397,5.41,5.45,3.38,3480,12110400
3482,0,Ideal,G,VS2,61.5,55.0,3397,6.0,6.06,3.71,3481,12117361
3483,0,Very Good,F,VS1,58.6,57.0,3398,6.08,6.14,3.58,3482,12124324
3484,0,Good,H,SI1,63.2,61.0,3398,6.12,6.03,3.84,3483,12131289
3485,0,Premium,I,VS2,61.9,58.0,3398,6.18,6.23,3.84,3484,12138256
3486,0,Very Good,G,SI2,62.3,58.0,3398,6.15,6.2,3.85,3485,12145225
3487,0,Premium,I,VS2,61.8,59.0,3398,6.15,6.21,3.82,3486,12152196
3488,0,Very Good,I,VS2,62.4,58.0,3398,6.12,6.16,3.83,3487,12159169
3489,0,Good,I,VS2,62.5,59.0,3398,6.06,6.13,3.81,3488,12166144
3490,0,Good,I,VS1,62.8,57.0,3398,6.07,6.16,3.84,3489,12173121
3491,0,Premium,D,SI2,58.5,60.0,3398,6.23,6.21,3.64,3490,12180100
3492,0,Ideal,G,VS2,60.8,60.0,3398,5.98,6.0,3.64,3491,12187081
3493,1,Good,J,SI1,62.8,58.0,3399,6.28,6.33,3.96,3492,12194064
3494,1,Good,I,SI2,62.6,59.0,3399,6.24,6.35,3.94,3493,12201049
3495,1,Good,I,SI2,61.8,62.0,3399,6.28,6.35,3.9,3494,12208036
3496,0,Ideal,F,VS1,61.6,55.0,3399,5.68,5.71,3.51,3495,12215025
3497,0,Ideal,F,VS1,61.6,56.0,3399,5.65,5.72,3.5,3496,12222016
3498,0,Premium,F,SI1,58.5,57.0,3400,6.39,6.37,3.73,3497,12229009
3499,0,Good,E,SI1,64.3,62.0,3400,6.0,6.07,3.88,3498,12236004
3500,0,Premium,G,VS2,61.1,58.0,3400,6.19,6.15,3.77,3499,12243001
3501,0,Ideal,F,SI1,62.2,55.0,3400,6.25,6.19,3.87,3500,12250000
3502,0,Premium,E,VS1,61.1,58.0,3401,5.84,5.81,3.56,3501,12257001
3503,0,Good,E,SI2,63.2,57.0,3401,6.06,6.15,3.86,3502,12264004
3504,0,Good,E,SI2,63.4,60.0,3401,6.02,6.07,3.83,3503,12271009
